STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,F,Females,PC,Percentage,UK,United Kingdom,2018,,9.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,F,Females,PC,Percentage,XK,Kosovo*,2018,,28.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AL,Albania,2017,,62.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AL,Albania,2018,,61.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AL,Albania,2019,,59.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AL,Albania,2020,,53.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AL,Albania,2021,,55.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2014,,5.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2015,,4.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2016,,3.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2017,,3.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2018,,2.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2019,,3.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2020,,2.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2021,,2.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2022,,2.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2023,,5.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,AT,Austria,2024,,5.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2014,,8.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2015,,8.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2016,,9.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2017,,8.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2018,,8.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2019,,7.7,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2020,,8.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2021,,8.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2022,,7.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2023,,7.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BE,Belgium,2024,,8.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2014,,50.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2015,,48.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2016,,45.0,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2017,,41.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2018,,32.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2019,,31.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2020,,31.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2021,,28.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2022,,28.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2023,,27.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,BG,Bulgaria,2024,,24.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2014,,2.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2015,,2.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2016,,2.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2017,,2.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2018,,3.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2019,,3.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2020,,2.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2021,,3.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2022,,2.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CH,Switzerland,2023,,2.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2014,,25.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2015,,20.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2016,,18.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2017,,15.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2018,,13.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2019,,10.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2020,,8.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2021,,8.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2022,,8.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2023,,8.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CY,Cyprus,2024,,7.5,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2014,,9.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2015,,8.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2016,,7.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2017,,6.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2018,,4.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2019,,4.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2020,,3.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2021,,3.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2022,,3.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2023,,4.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,CZ,Czechia,2024,,4.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2014,,10.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2015,,9.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2016,,7.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2017,,6.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2018,,6.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2019,,5.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2020,,6.7,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2021,,6.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2022,,9.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2023,,10.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DE,Germany,2024,,9.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DK,Denmark,2014,,6.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DK,Denmark,2015,,6.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DK,Denmark,2016,,5.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DK,Denmark,2017,,6.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,M,Males,PC,Percentage,DK,Denmark,2018,,5.9,,,,,
