STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_birth,Country/region of birth,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2020,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2021,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2022,,3.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2023,,4.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2024,,4.6,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2015,,5.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2016,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2017,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2018,,4.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2019,,4.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2020,,4.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2021,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2022,,3.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2023,,4.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CZ,Czechia,2024,,3.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2015,,9.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2016,,8.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2017,,8.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2018,,8.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2019,,7.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2020,,6.3,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2021,,7.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2022,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2023,,7.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DE,Germany,2024,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2015,,13.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2016,,11.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2017,,12.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2018,,9.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2019,,10.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2020,,9.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2021,,10.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2022,,9.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2023,,9.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,DK,Denmark,2024,,11.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2015,,7.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2016,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2017,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2018,,6.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2019,,7.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2020,,6.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2021,,6.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2022,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2023,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EE,Estonia,2024,,7.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2015,,14.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2016,,15.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2017,,14.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2018,,13.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2019,,12.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2020,,11.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2021,,12.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2022,,10.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2023,,8.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,EL,Greece,2024,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2015,,17.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2016,,15.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2017,,13.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2018,,11.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2019,,11.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2020,,10.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2021,,11.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,ES,Spain,2022,,8.3,,,,,
